DATAFLOW,LAST UPDATE,freq,size_emp,nace_r2,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Croatia,2024,2.11,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Hungary,2024,40.51,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Ireland,2024,43.79,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Italy,2024,37.37,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Lithuania,2024,27.98,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Luxembourg,2024,43.95,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Latvia,2024,29.28,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Montenegro,2024,26.50,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Malta,2024,46.49,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Netherlands,2024,78.40,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Norway,2024,64.30,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Poland,2024,43.97,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Portugal,2024,35.57,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Romania,2024,23.81,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Serbia,2024,25.59,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Sweden,2024,46.50,b,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Slovenia,2024,32.45,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Slovakia,2024,37.20,,
ESTAT:ISOC_CISCE_RAN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector","ICT security measure used: combination of at least two authentication mechanisms (e.g. user-defined password, one-time password (OTP), code generated via a security token or received via a smartphone, biometric methods)",Percentage of enterprises,Türkiye,2024,29.93,,
